"gene","coef"
"CASP3",2.11742124814407
"CTNNB1",0.0641514139464445
"MMP9",0.638135757795865
"ESR1",-0.123828396041093
"SRC",2.43133495041758
"EGFR",0.147536301102905
"BCL2",-0.864178724104015
"HSP90AA1",0.239538022504647
