"gene","coef"
"CASP3",2.26689539756355
"CTNNB1",0.00608060271028896
"MMP9",0.63984423597378
"SRC",2.14198492687218
"EGFR",0.306845489233402
"BCL2",-0.971051673810247
"HSP90AA1",0.419965416371011
