"gene","coef"
"CASP3",3.0288173048703
"CTNNB1",0.190280134711289
"MMP9",1.08314720759367
"ESR1",0.00940805383447578
"SRC",3.83653847924298
"EGFR",0.976870692979801
"BCL2",-1.36781150911107
"HSP90AA1",0.271005986417755
