"gene","coef"
"CASP3",2.81143484644455
"CTNNB1",0.097430424106275
"MMP9",0.937604245565132
"SRC",3.29292633673025
"EGFR",0.787188243742933
"BCL2",-1.84097737592922
"HSP90AA1",0.804985226101872
