"gene","coef"
"CASP3",3.45251992712211
"CTNNB1",0.409856645497075
"MMP9",1.13160284213752
"ESR1",0.115770063265118
"SRC",3.92081272044774
"EGFR",1.17278075181705
"BCL2",-2.62875257268551
"HSP90AA1",1.12627439208617
