"gene","coef"
"CASP3",3.34156498669844
"CTNNB1",0.213961134173577
"MMP9",0.923150465281211
"ESR1",0.0863140736470901
"SRC",3.15970989449737
"EGFR",0.676614124100357
"BCL2",-1.66897943694633
"HSP90AA1",0.754378736992495
